"article_key","test_text","p_value","p_comp","section","start","end","one_previous"
"40_20_3949","requency: p = 0.167, amplitud","0.167","=","12","934","943"," "
"40_20_3949","mplitude: p = 0.008; nCRF 2D1","0.008","=","12","956","965"," "
"40_20_3949",") = 5.62, p = 0.008; nCRF 2D1","0.008","=","12","1409","1418"," "
"40_20_3949","requency: p = 0.447, amplitud","0.447","=","12","1812","1821"," "
"40_20_3949","mplitude: p = 0.009;
nCRF 2D1","0.009","=","12","1834","1843"," "
"40_20_3949","controls (p = 0.024). Data ar","0.024","=","13","1470","1479","("
"40_20_3949",") = 2.48, p = 0.029; lower in","0.029","=","14","1229","1238"," "
"40_20_3949",") = 3.87, p = 0.002, unpaired","0.002","=","14","1374","1383"," "
"40_20_3949",") = 1.29, p = 0.212, unpaired","0.212","=","14","2142","2151"," "
"40_20_3949",") = 1.28, p = 0.271, two-way ","0.271","=","14","2439","2448"," "
"40_20_3949",") = 1.03, p = 0.317, unpaired","0.317","=","14","3227","3236"," "
"40_20_3949",") = 2.59, p = 0.019,
immobile","0.019","=","14","3896","3905"," "
"40_20_3949",") = 2.08, p = 0.053, unpaired","0.053","=","14","4150","4159"," "
"40_20_3949",") = 2.21, p = 0.04, unpaired","0.04","=","14","5179","5187"," "
"40_20_3949"," = 2.135, p = 0.16, subject:","0.16","=","14","5775","5783"," "
"40_20_3949"," = 1.472, p = 0.121, two-    ","0.121","=","14","5812","5821"," "
"40_20_3949",") = 0.02, p = 0.90,         ","0.9","=","14","6227","6235"," "
"40_20_3949",") = 0.69, p = 0.601, two-way ","0.601","=","14","6338","6347"," "
"40_20_3949",") = 0.95, p = 0.354, unpaired","0.354","=","14","6743","6752"," "
"40_20_3949",") = 1.28, p = 0.271; middle, ","0.271","=","15","1759","1768"," "
"40_20_3949","le, time: p = 0.212). Analysi","0.212","=","15","1784","1793"," "
"40_20_3949","t middle, p = 0.317). Total i","0.317","=","15","1979","1988"," "
"40_20_3949","s (right, p = 0.016). D, A se","0.016","=","15","2147","2156"," "
"40_20_3949",") = 2.14, p = 0.16), but Cre","0.16","=","15","2388","2396"," "
"40_20_3949","ls (left, p = 0.04). Both gr","0.04","=","15","2614","2622"," "
"40_20_3949",") = 0.02, p = 0.902, day  la","0.902","=","15","2779","2788"," "
"40_20_3949",") = 0.69, p = 0.601; test day","0.601","=","15","2821","2830"," "
"40_20_3949","sumption: p = 0.354). Data ar","0.354","=","15","2854","2863"," "
"40_20_3949","pulation (p =
0.029). Similar","0.029","=","16","1141","1150","("
"40_20_3949","1) cells (p =
0.002). B, Sche","0.002","=","16","1334","1343","("
"40_20_3949","ly,
tion (p = 0.028). D, Left","0.028","=","17","9745","9754","("
"40_20_3949","in
group (p = 0.019). A trend","0.019","=","17","10249","10258","("
"40_20_3949","n groups (p = 0.053). Data ar","0.053","=","17","10427","10436","("
"40_20_3969"," = 14.26; p = 0.0002; x 2 test","2e-04","=","7","3374","3384"," "
"40_20_3969","protocol (p = 0.0117; F(15,150","0.0117","=","8","435","445","("
"40_20_3969","ning day (p , 0.05), and for","0.05",",","8","677","685","("
"40_20_3969","eval day (p , 0.01 for both;","0.01",",","8","754","762","("
"40_20_3969","t
memory (p = 0.013, t test; ","0.013","=","8","913","922","("
"40_20_3969","G, right; p = 0.102, t test).","0.102","=","8","1105","1114"," "
"40_20_3969","ol group; p = 0.0134,
of optic","0.0134","=","8","4021","4031"," "
"40_20_3969","n 6 SEM. *p , 0.05, **p , 0.","0.05",",","8","4297","4305","*"
"40_20_3969",", 0.05, **p , 0.01.
vector t","0.01",",","8","4309","4317","*"
"40_20_3969"," reduced (p , 0.05). Analysi","0.05",",","8","4461","4469","("
"40_20_3969","(Fig. 5E; p = 0.0043, t test).","0.0043","=","8","4892","4902"," "
"40_20_3969",") = 1.87, p = 0.0238, for inte","0.0238","=","8","5262","5272"," "
"40_20_3969","D, right; p = 0.046, t test).","0.046","=","8","5327","5336"," "
"40_20_3969","(Fig. 5I; p = 0.90, t
      ","0.9","=","9","4165","4173"," "
"40_20_3969","H, right; p = 0.83, t test).","0.83","=","9","5036","5044"," "
"40_20_3969","ectively; p = 0.0043; t test).","0.0043","=","9","9475","9485"," "
"40_20_3969","est in I; p = 0.9). Error b","0.9","=","9","10157","10164"," "
"40_20_3969","ac-
SEM. *p , 0.05, **p , 0.","0.05",",","9","10257","10265","*"
"40_20_3969",", 0.05, **p , 0.01.         ","0.01",",","9","10269","10277","*"
"40_20_3981"," = 14.21, p = 0.0002 (total, a","2e-04","=","3","1058","1068"," "
"40_20_3981"," = 6.373, p = 0.0060 (lateral,","0.006","=","3","1110","1120"," "
"40_20_3981"," = 3.936, p = 0.0314 (lateral,","0.0314","=","3","1173","1183"," "
"40_20_3981"," = 5.493, p = 0.0105 (lateral,","0.0105","=","3","1236","1246"," "
"40_20_3981"," = 2.344, p = 0.1172 (total, p","0.1172","=","3","1299","1309"," "
"40_20_3981","= 0.5513, p = 0.6556 (lateral,","0.6556","=","3","1353","1363"," "
"40_20_3981"," = 1.074, p = 0.3919 (lateral,","0.3919","=","3","1417","1427"," "
"40_20_3981","= 0.4023, p = 0.7536 (lateral,","0.7536","=","3","1486","1496"," "
"40_20_3981","an 6 SEM *p , 0.05, **p , 0.","0.05",",","3","1562","1570","*"
"40_20_3981",", 0.05, **p , 0.01, ****p , ","0.01",",","3","1574","1582","*"
"40_20_3981","0.01, ****p , 0.0001. LV, late","1e-04",",","3","1588","1598","*"
"40_20_3981",".997      p = 0.1608
         ","0.1608","=","4","693","703"," "
"40_20_3981",".6890     p = 0.5736
         ","0.5736","=","4","903","913"," "
"40_20_3981",".02654    p = 0.9939
         ","0.9939","=","4","1113","1123"," "
"40_20_3981",".2603     p = 0.8528
         ","0.8528","=","4","1323","1333"," "
"40_20_3981",".3020     p = 0.8235
         ","0.8235","=","4","1533","1543"," "
"40_20_3981",".668      p = 0.2192
         ","0.2192","=","4","1743","1753"," "
"40_20_3981",".364      p = 0.0228
         ","0.0228","=","4","1953","1963"," "
"40_20_3981",".868      p = 0.0741
Posterior","0.0741","=","4","2163","2173"," "
"40_20_3981",".346      p = 0.2995
         ","0.2995","=","4","2373","2383"," "
"40_20_3981",".5650     p = 0.6470
         ","0.647","=","4","2583","2593"," "
"40_20_3981",".8690     p = 0.4803
         ","0.4803","=","4","2793","2803"," "
"40_20_3981",".5493     p = 0.6568
         ","0.6568","=","4","3003","3013"," "
"40_20_3981",".3775     p = 0.7707
         ","0.7707","=","4","3213","3223"," "
"40_20_3981",".4473     p = 0.7231
         ","0.7231","=","4","3423","3433"," "
"40_20_3981",".6747     p = 0.5818
         ","0.5818","=","4","3633","3643"," "
"40_20_3981",".6017     p = 0.6245
Virgin ca","0.6245","=","4","3843","3853"," "
"40_20_3981"," = 1.633, p = 0.2175 (amplitud","0.2175","=","7","1427","1437"," "
"40_20_3981"," = 32.59, p , 0.0001 (frequenc","1e-04",",","7","1468","1478"," "
"40_20_3981"," =
1.504, p = 0.2359 (amplitud","0.2359","=","7","1528","1538"," "
"40_20_3981","= 0.8855, p = 0.3592 (frequenc","0.3592","=","7","1570","1580"," "
"40_20_3981","= 0.8611, p = 0.3777 (amplitud","0.3777","=","7","1824","1834"," "
"40_20_3981","= 0.2732, p = 0.6138 (frequenc","0.6138","=","7","1865","1875"," "
"40_20_3981","= 0.4182, p = 0.5340 (amplitud","0.534","=","7","1927","1937"," "
"40_20_3981","= 0.1963, p = 0.6682 (frequenc","0.6682","=","7","1968","1978"," "
"40_20_3981","= 0.0122, p = 0.9906 (amplitud","0.9906","=","7","2075","2085"," "
"40_20_3981"," = 1.190, p = 0.2729 (frequenc","0.2729","=","7","2113","2123"," "
"40_20_3981","n 6 SEM. *p , 0.05, ****p , ","0.05",",","7","2167","2175","*"
"40_20_3981","0.05, ****p , 0.0001.


experi","1e-04",",","7","2181","2191","*"
"40_20_3981"," = 5.404,
p = 0.0119. For F, c","0.0119","=","10","1127","1137","
"
"40_20_3981"," = 9.349, p = 0.0080. For H, c","0.008","=","10","1248","1258"," "
"40_20_3981"," = 3.261, p = 0.0925. For J, c","0.0925","=","10","1368","1378"," "
"40_20_3981"," = 1.386, p = 0.2711 (total di","0.2711","=","10","1464","1474"," "
"40_20_3981"," = 14.90, p = 0.0014. For G, c","0.0014","=","11","1075","1085"," "
"40_20_3981","= 0.6553, p = 0.5215 (total di","0.5215","=","11","1168","1178"," "
"40_20_3981","= 2.3860, p = 0.0297 (time in ","0.0297","=","11","1213","1223"," "
"40_20_3981","an 6 SEM *p , 0.05, ***p , 0","0.05",",","11","1280","1288","*"
"40_20_3981"," 0.05, ***p , 0.001. LV, late","0.001",",","11","1293","1302","*"
"40_20_3981","-
0.9703, p = 0.3946 (time in ","0.3946","=","11","3991","4001"," "
"40_20_3981","= 2.0503, p = 0.0582 (total di","0.0582","=","11","4127","4137"," "
"40_20_3981","h control
p = 0.4528 (time in ","0.4528","=","11","4237","4247","
"
"40_20_3981","= 0.0648, p = 0.9493 (total di","0.9493","=","11","4429","4439"," "
"40_20_3981","= 1.7461, p = 0.1027 (time    ","0.1027","=","11","4474","4484"," "
"40_20_3981","n 6 SEM. *p , 0.05, **p , 0.","0.05",",","11","4611","4619","*"
"40_20_3981",", 0.05, **p , 0.01. LV, late","0.01",",","11","4623","4631","*"
"40_20_3981","ctively; *p =
0.0313, Wilcoxon","0.0313","=","12","2195","2205","*"
"40_20_3981","
tively; *p = 0.0313, Wilcoxon","0.0313","=","12","2620","2630","*"
"40_20_3981","-
tively; p = 0.2188, Wilcoxon","0.2188","=","12","3000","3010"," "
"40_20_3995","     2.39 p = 0.08, h 2p = 0","0.08","=","6","1345","1353"," "
"40_20_3995","2) = 2.01 p = 0.17,
within-f","0.17","=","6","1534","1542"," "
"40_20_3995","F = 5.14, p = 0.03, h 2p = 0","0.03","=","6","7116","7124"," "
"40_20_3995","8 6 0.03; p = 0.02; main eff","0.02","=","6","8860","8868"," "
"40_20_3995",") = 6.87, p = 0.02, h 2p = 0","0.02","=","6","8989","8997"," "
"40_20_3995","9 6 0.03; p = 0.04; main eff","0.04","=","8","469","477"," "
"40_20_3995",") = 4.34, p = 0.04, h 2p = 0","0.04","=","8","586","594"," "
"40_20_3995",") = 7.30, p = 0.01, h 2p = 0","0.01","=","8","731","739"," "
"40_20_3995",") = 6.43, p = 0.02, h 2p = 0","0.02","=","8","1638","1646"," "
"40_20_3995","t
= 3.71, p = 0.06, h 2p = 0","0.06","=","8","2079","2087"," "
"40_20_3995","9 6 0.04; p = 0.01). Interes","0.01","=","8","2176","2184"," "
"40_20_3995"," as their
p = 0.01) and the ","0.01","=","8","3935","3943","
"
"40_20_3995","F = 3.57, p = 0.06, all h 2p","0.06","=","8","4100","4108"," "
"40_20_3995","4 6 0.06; p = 0.02) (interac","0.02","=","8","4160","4168"," "
"40_20_3995",") = 7.54, p = 0.01, h 2p = 0","0.01","=","8","4372","4380"," "
"40_20_3995"," lifting (p = 0.03), and the","0.03","=","8","4984","4992","("
"40_20_3995"," contact (p = 0.04) (size  ","0.04","=","8","5176","5184","("
"40_20_3995",") = 0.54, p = 0.48, h 2p = 0","0.48","=","8","6031","6039"," "
"40_20_3995","5 6 0.02; p = 0.02; main eff","0.02","=","8","7388","7396"," "
"40_20_3995","    6.68, p = 0.02, h 2p = 0","0.02","=","8","7510","7518"," "
"40_20_3995","2 6 0.04; p = 0.03) (interac","0.03","=","8","7618","7626"," "
"40_20_3995",") = 4.97, p = 0.01, h 2p = 0","0.01","=","8","7751","7759"," "
"40_20_3995",") = 5.66, p = 0.03, h 2p = 0","0.03","=","8","7814","7822"," "
"40_20_3995","8 6 0.03; p = 0.01) but not ","0.01","=","8","8096","8104"," "
"40_20_3995","4 6 0.03; p = 1.00) but was ","1","=","8","8275","8283"," "
"40_20_3995","1 6 0.03; p = 1.00). In its ","1","=","8","8341","8349"," "
"40_20_3995","2 6 0.04; p = 1.00) (group ","1","=","8","8540","8548"," "
"40_20_3995","          p = 0.05, h 2p = 0","0.05","=","8","8866","8874"," "
"40_20_3995","2 6 0.03; p = 0.04), whereas","0.04","=","9","1764","1772"," "
"40_20_3995","4 6 0.04; p = 1.00). In conc","1","=","9","2086","2094"," "
"40_20_3995","= 353.70, p , 0.001,
Normaliz","0.001",",","10","2032","2041"," "
"40_20_3995","9 6 0.02; p , 0.001; main eff","0.001",",","10","2991","3000"," "
"40_20_3995","= 255.93, p , 0.001, h 2p = 0","0.001",",","10","3142","3151"," "
"40_20_3995","    0.02; p , 0.001; main eff","0.001",",","10","3939","3948"," "
"40_20_3995"," = 23.69, p , 0.001,
that vir","0.001",",","10","3988","3997"," "
"40_20_3995",") = 5.42, p = 0.025, h 2p = 0","0.025","=","10","4304","4313"," "
"40_20_3995","5 6 0.02; p = 0.004;
        ","0.004","=","11","650","659"," "
"40_20_3995",") = 9.10, p = 0.005,
        ","0.005","=","11","816","825"," "
"40_20_3995"," 2717.64, p , 0.001,
        ","0.001",",","11","3780","3789"," "
"40_20_3995","0 6 0.02; p , 0.001;
objects,","0.001",",","11","5476","5485"," "
"40_20_3995","          p , 0.001, h 2p = 0","0.001",",","11","6022","6031"," "
"40_20_3995","5 6 0.04; p , 0.001). This
  ","0.001",",","11","6630","6639"," "
"40_20_3995","          p , 0.001, h 2p = 0","0.001",",","11","6979","6988"," "
"40_20_3995","4 6 0.03; p = 0.08).
       ","0.08","=","11","7091","7099"," "
"40_20_3995"," = 23.33, p , 0.001, h 2p =
 ","0.001",",","11","7254","7263"," "
"40_20_3995","9 6 0.04; p , 0.001), althoug","0.001",",","11","7735","7744"," "
"40_20_3995","0 6 0.03; p = 1.00). All gro","1","=","11","8061","8069"," "
"40_20_3995","9 6 0.02; p , 0.001; main eff","0.001",",","11","9793","9802"," "
"40_20_3995","= 339.57, p , 0.001, h 2p = 0","0.001",",","11","9946","9955"," "
"40_20_3995"," on aver-
p , 0.001; main eff","0.001",",","11","10756","10765","
"
"40_20_3995","= 304.80, p , 0.001, h 2p =  ","0.001",",","11","10808","10817"," "
"40_20_3995","9 6 0.01;
p , 0.001; main eff","0.001",",","12","1197","1206","
"
"40_20_3995",") =
3328, p , 0.001, h 2p = 0","0.001",",","12","1247","1256"," "
"40_20_3995",") =
5.85, p = 0.002, h 2p = 0","0.002","=","12","1383","1392"," "
"40_20_3995","          p , 0.001) (congrue","0.001",",","12","2307","2316"," "
"40_20_3995","6 6 0.03, p = 0.02). However","0.02","=","12","2399","2407"," "
"40_20_3995"," 1950.87, p , 0.001, h 2p = 0","0.001",",","12","2510","2519"," "
"40_20_3995","          p = 0.01, h 2p = 0","0.01","=","12","2933","2941"," "
"40_20_3995","2 6 0.03; p = 0.05) and the ","0.05","=","12","4858","4866"," "
"40_20_3995","4 6 0.04; p = 0.04) (size 
","0.04","=","12","5087","5095"," "
"40_20_3995",") = 5.52, p = 0.02, h p =   ","0.02","=","12","5155","5163"," "
"40_20_3995"," = 15.40, p , 0.001, h 2p = 0","0.001",",","12","5285","5294"," "
"40_20_3995","3 6 0.03; p = 1.00) but not ","1","=","12","5803","5811"," "
"40_20_3995","l groups.
p = 0.03). As our ","0.03","=","12","6178","6186","
"
"40_20_3995","5 6 0.02; p , 0.001) (congru-","0.001",",","12","6962","6971"," "
"40_20_3995"," 2883.95, p , 0.001,
0.02) th","0.001",",","12","7122","7131"," "
"40_20_3995","on
57.40, p , 0.001, h p = 0.","0.001",",","13","5923","5932"," "
"40_20_3995"," 0.001, h p = 0.60) was sign","0.6","=","13","5936","5944"," "
"40_20_3995","9 6 0.03; p , 0.001). Accordi","0.001",",","13","6829","6838"," "
"40_20_3995","8 6 0.02; p , 0.001). Althoug","0.001",",","13","7187","7196"," "
"40_20_3995","ight: all p , 0.001).        ","0.001",",","13","7638","7647"," "
"40_20_4010","4) = 5.4, p = 0.03, h G2 = 0","0.03","=","4","1750","1758"," "
"40_20_4010",") = 12.0, p = 0.002, h G2 = 0","0.002","=","4","2054","2063"," "
"40_20_4010",") = 87.3, p , 0.001, h G2 = 0","0.001",",","4","2385","2394"," "
"40_20_4010","4) = 7.9, p = 0.009, h G2 = 0","0.009","=","4","2541","2550"," "
"40_20_4010",") = 29.5, p , 0.001, h G2 = 0","0.001",",","4","2707","2716"," "
"40_20_4010","          p , 0.001, h G2 = 0","0.001",",","4","2864","2873"," "
"40_20_4010","          p , 0.001, d = 1.83","0.001",",","4","3369","3378"," "
"40_20_4010",") = 9.11, p , 0.001, d = 1.82","0.001",",","4","3415","3424"," "
"40_20_4010",") = 2.33, p = 0.03, d = 0.47","0.03","=","4","3872","3880"," "
"40_20_4010",") = 3.46, p = 0.002, d = 0.69","0.002","=","4","4748","4757"," "
"40_20_4010",") = 3.14, p = 0.004,
by a mas","0.004","=","4","5930","5939"," "
"40_20_4010","(Fig. 2A; p , 0.001) and the ","0.001",",","5","539","548"," "
"40_20_4010","(Fig. 2B; p , 0.001)
in compa","0.001",",","5","594","603"," "
"40_20_4010","easy S1s (p , 0.001) and
the ","0.001",",","5","1315","1324","("
"40_20_4010","cult S1s (p , 0.001), with no","0.001",",","5","1349","1358","("
"40_20_4010","n
period (p = 0.14, with the","0.14","=","5","1463","1471","("
"40_20_4010","es (easy, p , 0.001; difficul","0.001",",","5","3626","3635"," "
"40_20_4010","ifficult, p , 0.001). These  ","0.001",",","5","3648","3657"," "
"40_20_4010","sitivity (p = 0.004) that is ","0.004","=","5","4085","4094","("
"40_20_4010",") = 4.16, p , 0.001, d = 0.76","0.001",",","6","4132","4141"," "
"40_20_4010"," cluster (p = 0.005), with a ","0.005","=","7","1480","1489","("
"40_20_4010","rrection (p = 0.09). When
pr","0.09","=","7","2215","2223","("
"40_20_4010"," cluster (p = 0.01), which s","0.01","=","7","2570","2578","("
"40_20_4010",") = 2.89, p = 0.007). However","0.007","=","7","2684","2693"," "
"40_20_4010"," (cluster p = 0.04). Like in","0.04","=","7","3410","3418"," "
"40_20_4010","d 450 ms (p = 0.01), which a","0.01","=","7","3581","3589","("
"40_20_4010"," cluster (p = 0.001).        ","0.001","=","7","4220","4229","("
"40_20_4021"," = 7.922, p = 1.939e-07, paired t","1.939e-07","=","4","3188","3201"," "
"40_20_4021"," = 4.940, p = 9.097e-05, paired t","9.097e-05","=","4","3987","4000"," "
"40_20_4021"," = 30.54; p = 2.54e-06), but no
","2.54e-06","=","4","5915","5927"," "
"40_20_4021"," = 0.990; p = 0.326),
ing the","0.326","=","4","6208","6217"," "
"40_20_4021","          p = 0.609). As show","0.609","=","4","6442","6451"," "
"40_20_4021","          p = 0.005, paired t","0.005","=","4","6936","6945"," "
"40_20_4021","          p = 0.015. This int","0.015","=","4","8496","8505"," "
"40_20_4021","ng and no
p = 0.405, Pearson’","0.405","=","4","9684","9693","
"
"40_20_4021"," 6 SEM, **p , 0.01, ***p , 0","0.01",",","5","2091","2099","*"
"40_20_4021"," 0.01, ***p , 0.001). E, The ","0.001",",","5","2104","2113","*"
"40_20_4021"," = 0.006, p = 0.995, paired t","0.995","=","5","2429","2438"," "
"40_20_4021"," = 1.545, p = 0.139, paired t","0.139","=","5","2587","2596"," "
"40_20_4021"," = 0.687, p = 9.716e-07), accumul","9.716e-07","=","5","3639","3652"," "
"40_20_4021"," = 0.711, p = 2.666e-07), and wit","2.666e-07","=","5","3800","3813"," "
"40_20_4021","   0.356, p = 0.024) during t","0.024","=","5","3960","3969"," "
"40_20_4021","r=-0.711, p=2.666e-07          ","2.666e-07","=","6","695","706"," "
"40_20_4021","r=-0.356, p=0.024




     ","0.024","=","6","823","830"," "
"40_20_4021","r=-0.687, p=9.716e-07
         ","9.716e-07","=","6","1214","1225"," "
"40_20_4021","8 = 0.21, p = 0.651
         ","0.651","=","6","4185","4194"," "
"40_20_4021"," = 23.79, p < 0.001
         ","0.001","<","6","4270","4279"," "
"40_20_4021","8 = 0.26, p = 0.611
         ","0.611","=","6","4488","4497"," "
"40_20_4021"," = 29.97, p < 0.001
         ","0.001","<","6","4707","4716"," "
"40_20_4021","8 = 2.03, p = 0.162
         ","0.162","=","6","5050","5059"," "
"40_20_4021"," = 36.78, p < 0.001
         ","0.001","<","6","5394","5403"," "
"40_20_4021","8 = 6.96, p = 0.012          ","0.012","=","6","5482","5491"," "
"40_20_4021","8 = 6.13, p = 0.018          ","0.018","=","6","5616","5625"," "
"40_20_4021","8 = 8.61, p = 0.006
         ","0.006","=","6","5741","5750"," "
"40_20_4021","6 SEM; ***p , 0.001/3.



2 ","0.001",",","6","25866","25875","*"
"40_20_4021","haracter-
p = 1.943e-05), the acc","1.943e-05","=","6","26990","27003","
"
"40_20_4021","an
29.97, p = 2.989e-06), and the","2.989e-06","=","6","27273","27286"," "
"40_20_4021"," = 17.18, p = 0.0002) in the
p","2e-04","=","6","27528","27538"," "
"40_20_4021","2) in the
p = 4.641e-07) during t","4.641e-07","=","6","27547","27560","
"
"40_20_4021",") = 6.96, p = 0.012), the acc","0.012","=","6","28417","28426"," "
"40_20_4021",") = 6.13, p = 0.018), and the","0.018","=","6","28693","28702"," "
"40_20_4021"," = 3.897, p = 9.691e-04), not in ","0.0009691","=","6","28901","28914"," "
"40_20_4021",") = 8.61, p = 0.006). Post ho","0.006","=","6","28959","28968"," "
"40_20_4021"," = 1.746, p = 0.097) in the b","0.097","=","6","29179","29188"," "
"40_20_4021"," = 4.851, p = 1.109e-04), the    ","0.0001109","=","6","29535","29548"," "
"40_20_4021"," = 5.437, p = 3.026e-05),        ","3.026e-05","=","6","29825","29838"," "
"40_20_4021"," = 2.505, p = 0.022; b 18Hz: ","0.022","=","6","30020","30029"," "
"40_20_4021"," = 6.031, p = 8.407e-06), in the ","8.407e-06","=","6","30094","30107"," "
"40_20_4021","          p = 0.179) or the s","0.179","=","6","30269","30278"," "
